-DOCSTART- -X- -X- O
выяснению NOUN B-NP O
истинных ADJ I-NP O
причин NOUN I-NP O
произошедшего VERB B-VP O
. PUNCT B-ROOT O

Как SCONJ B-VP O
выяснилось VERB I-VP O
, PUNCT I-VP O
истинной ADJ B-NP O
причиной NOUN I-NP O
были AUX I-NP O
ошибки NOUN I-NP O
в ADP I-NP O
проектировании NOUN I-NP O
кабельных ADJ I-NP O
соединений NOUN I-NP O
, PUNCT I-NP O
и CCONJ B-VP O
об ADP I-VP O
этом PRON I-VP O
не PART I-VP O
было VERB I-VP O
упоминаний NOUN B-NP O
в ADP I-NP O
российских ADJ I-NP O
средствах NOUN I-NP O
массовой ADJ I-NP O
информации NOUN I-NP O
. PUNCT B-VP O

Русские ADJ B-VP O
не PART I-VP O
дают VERB I-VP O
простых ADJ B-NP O
объяснений NOUN I-NP O
слухам NOUN I-NP O
и CCONJ I-NP O
предположениям NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
начинают VERB I-VP O
поиски NOUN B-NP O
врагов NOUN I-NP O
. PUNCT B-VP O

Например ADV B-VP O
, PUNCT I-VP O
27 NUM I-VP O
декабря NOUN B-NP O
прошлого ADJ I-NP O
года NOUN I-NP O
возник VERB B-VP O
слух NOUN B-NP O
о ADP I-NP O
возможной ADJ I-NP O
отставке NOUN I-NP O
Анатолия PROPN I-NP B-Person
Перминова PROPN B-VP I-Person
. PUNCT I-VP O

Он PRON B-VP O
объясняет VERB I-VP O
: PUNCT I-VP O
« NOUN B-NP O
Этот DET I-NP O
слух NOUN I-NP O
распространяется VERB B-VP O
средствами NOUN B-NP O
информации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
были AUX I-VP O
спровоцированы VERB I-VP O
определёнными ADJ B-NP O
коммерческими ADJ I-NP O
структурами NOUN I-NP O
, PUNCT I-NP O
заинтересованными ADJ I-NP O
в ADP I-NP O
некоторых DET I-NP O
предприятиях NOUN I-NP O
космической ADJ I-NP O
отрасли NOUN I-NP O
. PUNCT B-VP O

Мы PRON B-VP O
находимся VERB I-VP O
под ADP B-NP O
постоянным ADJ I-NP O
давлением NOUN I-NP O
. PUNCT B-VP O

Идёт VERB B-VP O
борьба NOUN B-NP O
за ADP I-NP O
деньги NOUN I-NP O
и CCONJ I-NP O
власть NOUN I-NP O
. PUNCT I-NP O

Миллиардные ADJ B-VP O
потоки NOUN B-NP O
долларов NOUN I-NP O
, PUNCT B-VP O
не PART B-NP O
рублей NOUN I-NP O
, PUNCT I-NP O
обходят VERB B-VP O
эти DET B-NP O
структуры NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Высказывания NOUN B-NP O
представителей NOUN I-NP O
Роскосмоса PROPN I-NP B-Org
напоминают VERB B-VP O
советский ADJ B-NP O
стиль NOUN I-NP O
. PUNCT B-VP O

Плохие NOUN B-NP O
новости NOUN I-NP O
не PART B-VP O
сообщаются VERB I-VP O
своему DET B-NP O
населению NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
тем PRON I-VP O
более ADV I-VP O
потенциальным ADJ I-VP O
заказчикам NOUN B-NP O
. PUNCT B-VP O

С ADP B-NP O
начала NOUN I-NP O
90-х ADJ I-NP O
годов NOUN I-NP O
, PUNCT I-NP O
готовясь VERB B-VP O
к ADP B-NP O
совместному ADJ I-NP O
проекту NOUN I-NP O
« PROPN I-NP O
Шаттл PROPN I-NP O
— PROPN B-VP O
Мир PROPN B-ROOT O
» PROPN I-ROOT O
и CCONJ B-VP O
, PUNCT I-VP O
предвидя VERB I-VP O
возможное ADJ B-NP O
участие NOUN I-NP O
в ADP I-NP O
проекте NOUN I-NP O
МКС PROPN B-ROOT B-Location
, PUNCT B-VP O
русские NOUN B-NP O
стали VERB B-VP O
делиться VERB I-VP O
информацией NOUN B-NP O
с ADP I-NP O
НАСА PROPN I-NP B-Org
. PUNCT B-ROOT O

Однако ADV B-VP O
часто ADV I-VP O
это PRON B-NP O
информация NOUN I-NP O
оказывалась VERB B-VP O
неполной ADJ I-VP O
. PUNCT I-VP O

Например ADV B-VP O
, PUNCT I-VP O
никогда ADV I-VP O
не PART I-VP O
сообщалось VERB I-VP O
о ADP B-NP O
пожарах NOUN I-NP O
на ADP I-NP O
борту NOUN I-NP O
корабля NOUN I-NP O
« PROPN I-NP O
Союз PROPN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Фактически ADV B-ROOT O
было VERB B-VP O
несколько NUM B-NP O
таких DET I-NP O
инцидентов NOUN I-NP O
. PUNCT B-ROOT O

Полной ADJ B-NP O
неожиданностью NOUN I-NP O
для ADP I-NP O
НАСА PROPN I-NP B-Org
стал VERB B-VP O
инцидент NOUN B-NP O
, PUNCT B-VP O
возникший VERB I-VP O
в ADP B-NP O
феврале NOUN I-NP O
1997 NUM I-NP O
года NOUN I-NP O
и CCONJ B-VP O
, PUNCT I-VP O
который PRON I-VP O
угрожал VERB I-VP O
жизни NOUN B-NP O
американского ADJ I-NP O
астронавта NOUN I-NP O
на ADP I-NP O
борту NOUN I-NP O
станции NOUN I-NP O
« PROPN B-VP O
Мир PROPN I-VP O
» PROPN I-VP O
. PUNCT I-VP O

Значительно ADV B-VP O
отличаются VERB I-VP O
друг NOUN B-NP O
от ADP I-NP O
друга NOUN I-NP O
официальные ADJ I-NP O
доклады NOUN I-NP O
НАСА PROPN I-NP B-Org
и CCONJ I-NP O
Роскосмоса PROPN I-NP B-Org
о ADP I-NP O
полётах NOUN I-NP O
кораблей NOUN I-NP O
, PUNCT B-VP O
начиная VERB I-VP O
с ADP I-VP O
« NOUN B-NP O
Союз PROPN B-VP O
ТМ-2 PROPN I-VP O
» PROPN I-VP O
и CCONJ B-NP O
до ADP I-NP O
корабля NOUN I-NP O
« PROPN B-VP O
Союз PROPN I-VP O
ТМ-15 PROPN I-VP O
» PROPN I-VP O
. PUNCT I-VP O

Русские ADJ B-VP O
отчёты NOUN B-NP O
зачастую ADV B-VP O
формальны ADJ I-VP O
, PUNCT I-VP O
в ADP B-NP O
то DET I-NP O
время NOUN I-NP O
как SCONJ I-NP O
во ADP I-NP O
время NOUN I-NP O
полёта NOUN I-NP O
возникает VERB B-VP O
множество NOUN B-NP O
различных ADJ I-NP O
ситуаций NOUN I-NP O
, PUNCT B-VP O
в ADP I-VP O
которые PRON I-VP O
вовлечены VERB I-VP O
и CCONJ B-NP O
экипаж NOUN I-NP O
и CCONJ I-NP O
наземные ADJ I-NP O
службы NOUN I-NP O
, PUNCT B-VP O
зачастую ADV I-VP O
возникают VERB I-VP O
ситуации NOUN B-NP O
, PUNCT B-VP O
угрожающие VERB I-VP O
жизни NOUN B-NP O
космонавтов NOUN I-NP O
. PUNCT B-VP O

Говорят VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
приземление NOUN B-NP O
корабля NOUN I-NP O
« PROPN B-VP O
Союз PROPN I-VP O
ТМА-11 PROPN I-VP O
» PROPN I-VP O
, PUNCT I-VP O
это PRON B-NP O
только PART I-NP O
третий ADJ I-NP O
баллистический ADJ I-NP O
спуск NOUN I-NP O
за ADP I-NP O
всю DET I-NP O
историю NOUN I-NP O
полётов NOUN I-NP O
к ADP I-NP O
МКС PROPN I-NP B-Location
. PUNCT I-NP O

Однако ADV B-VP O
, PUNCT I-VP O
эти DET B-NP O
три NUM I-NP O
баллистических ADJ I-NP O
спуска NOUN I-NP O
произошли VERB B-VP O
с ADP B-NP O
новой ADJ I-NP O
модификацией NOUN I-NP O
корабля NOUN I-NP O
« PROPN B-VP O
Союз PROPN I-VP O
» PROPN I-VP O
— PROPN I-VP O
ТМА PROPN I-VP O
. PUNCT I-VP O

Эти DET B-NP O
корабли NOUN I-NP O
летают VERB B-VP O
с ADP B-NP O
2002 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Перед ADP B-ROOT O
этим PRON I-ROOT O
был AUX I-ROOT O
также ADV B-NP O
спуск NOUN I-NP O
корабля NOUN I-NP O
ТМ PROPN I-NP O
с ADP I-NP O
очень ADV I-NP O
большими ADJ I-NP O
перегрузками NOUN I-NP O
. PUNCT B-ROOT O

На ADP B-NP O
этом DET I-NP O
корабле NOUN I-NP O
возвращался VERB B-VP O
на ADP I-VP O
Землю PROPN I-VP B-Location
первый ADJ B-NP O
турист NOUN I-NP O
Денис PROPN I-NP B-Person
Тито PROPN I-NP I-Person
. PUNCT B-VP O

Тогда ADV B-VP O
всё PRON I-VP O
списали VERB I-VP O
на ADP B-NP O
ошибки NOUN I-NP O
экипажа NOUN I-NP O
. PUNCT B-VP O

Палестинцы NOUN B-NP O
связывают VERB B-VP O
надежды NOUN B-NP O
с ADP I-NP O
признанием NOUN I-NP O
ООН PROPN I-NP B-Org
их PRON I-NP O
государственности NOUN I-NP O
Воскресное ADJ I-NP O
заседание NOUN I-NP O
кабинета NOUN I-NP B-Org
министров NOUN I-NP O
глава NOUN I-NP O
правительства NOUN I-NP B-Org
Израиля PROPN I-NP I-Org
Биньямин PROPN B-VP B-Person
Нетаньяху PROPN I-VP I-Person
провел VERB I-VP O
в ADP B-NP O
Старом ADJ I-NP B-Location
городе NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
не PART I-NP O
в ADP I-NP O
традиционном ADJ I-NP O
месте NOUN I-NP O
в ADP I-NP O
Западном ADJ I-NP B-Location
Иерусалиме PROPN I-NP I-Location
. PUNCT B-VP O

Смысл NOUN B-NP O
этого DET I-NP O
шага NOUN I-NP O
ни PART B-VP O
у ADP I-VP O
кого PRON I-VP O
не PART I-VP O
вызвал VERB I-VP O
сомнений NOUN B-NP O
: PUNCT B-VP O
Нетаньяху PROPN I-VP B-Person
хотел VERB I-VP O
подчеркнуть VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
Израиль PROPN I-VP B-LocOrg
считает VERB I-VP O
Иерусалим PROPN I-VP B-Location
неделимым ADJ I-VP O
. PUNCT I-VP O

Как SCONJ B-VP O
отметил VERB I-VP O
премьер NOUN B-NP O
в ADP I-NP O
речи NOUN I-NP O
перед ADP I-NP O
министрами NOUN I-NP O
, PUNCT B-VP O
мир NOUN B-NP O
должен ADJ B-ROOT O
знать VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
народ NOUN B-NP O
Израиля PROPN I-NP B-LocOrg
не PART B-VP O
отступится VERB I-VP O
от ADP B-NP O
своего DET I-NP O
наследия NOUN I-NP O
, PUNCT B-VP O
в ADP I-VP O
котором PRON I-VP O
Иерусалиму NOUN B-NP B-Location
принадлежит VERB B-VP O
ключевое ADJ B-NP O
место NOUN I-NP O
. PUNCT B-ROOT O

« NOUN B-NP O
Наша DET I-NP O
позиция NOUN I-NP O
по ADP I-NP O
единству NOUN I-NP O
Иерусалима PROPN I-NP B-LocOrg
остается VERB B-VP O
прежней ADJ I-VP O
, PUNCT I-VP O
и CCONJ I-VP O
мы PRON I-VP O
по-прежнему ADV I-VP O
протягиваем VERB I-VP O
руку NOUN B-NP O
нашим DET I-NP O
арабским ADJ I-NP O
соседям NOUN I-NP O
» PROPN B-VP O
, PUNCT I-VP O
— PROPN I-VP O
добавил VERB I-VP O
он PRON I-VP O
. PUNCT I-VP O

Однако ADV B-VP O
арабы NOUN B-NP O
столь ADV B-VP O
же PART I-VP O
твердо ADV I-VP O
заявляют VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
мир NOUN B-NP O
в ADP I-NP O
регионе NOUN I-NP O
невозможен ADJ B-VP O
до ADP B-NP O
тех DET I-NP O
пор NOUN I-NP O
, PUNCT B-VP O
пока SCONJ I-VP O
Израиль PROPN I-VP B-LocOrg
не PART I-VP O
вернет VERB I-VP O
Восточный ADJ I-VP B-Location
Иерусалим PROPN I-VP I-Location
со ADP B-NP O
Старым ADJ I-NP B-Location
городом NOUN I-NP O
, PUNCT B-VP O
захваченным VERB I-VP O
у ADP I-VP O
Иордании PROPN I-VP B-LocOrg
во ADP B-NP O
время NOUN I-NP O
Шестидневной ADJ I-NP O
войны NOUN I-NP O
1967 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Ввиду ADP B-NP O
отказа NOUN I-NP O
Израиля PROPN I-NP B-LocOrg
пойти VERB B-VP O
на ADP I-VP O
это PRON I-VP O
, PUNCT B-NP O
в ADP I-NP O
субботу NOUN I-NP O
Арабская ADJ I-NP B-Org
лига NOUN I-NP I-Org
вынесла VERB B-VP O
решение NOUN B-NP O
просить VERB B-VP O
ООН PROPN I-VP B-Org
признать VERB I-VP O
палестинскую ADJ B-NP O
государственность NOUN I-NP O
в ADP I-NP O
сентябре NOUN I-NP O
с ADP B-VP O
. PUNCT I-VP O

г NOUN B-NP O
. PUNCT I-NP O

Израиль NOUN B-NP B-LocOrg
и CCONJ I-NP O
США PROPN I-NP B-LocOrg
отвергают VERB B-VP O
подобный ADJ B-NP O
шаг NOUN I-NP O
, PUNCT B-VP O
заявляя VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
мир NOUN B-NP O
может VERB B-VP O
быть AUX I-VP O
достигнут VERB I-VP O
только PART B-NP O
путем ADP I-NP O
переговоров NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
не PART I-VP O
путем ADP I-VP O
односторонних ADJ B-NP O
акций NOUN I-NP O
. PUNCT B-VP O

Палестинцы NOUN B-NP O
отказываются VERB B-VP O
от ADP B-NP O
возобновления NOUN I-NP O
переговоров NOUN I-NP O
, PUNCT B-VP O
поскольку SCONJ I-VP O
Израиль PROPN I-VP B-LocOrg
отказывается VERB I-VP O
заморозить VERB I-VP O
расширение NOUN B-NP O
поселений NOUN I-NP O
и CCONJ B-VP O
признать VERB I-VP O
Палестинское ADJ B-NP B-LocOrg
государство NOUN I-NP I-LocOrg
на ADP I-NP O
основе NOUN I-NP O
границ NOUN I-NP O
1967 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Глава NOUN B-NP O
палестинской ADJ I-NP B-Org
делегации NOUN I-NP I-Org
на ADP I-NP O
переговорах NOUN I-NP O
Саеб PROPN B-VP B-Person
Эрекат PROPN I-VP I-Person
призвал VERB I-VP O
ООН PROPN I-VP B-Org
« PROPN I-VP O
ответить VERB I-VP O
на ADP B-NP O
односторонние ADJ I-NP O
действия NOUN I-NP O
Израиля PROPN I-NP B-LocOrg
признанием NOUN I-NP O
Палестинского ADJ I-NP B-LocOrg
государства NOUN I-NP I-LocOrg
в ADP I-NP O
границах NOUN I-NP O
67-го ADJ I-NP O
года NOUN I-NP O
со ADP I-NP O
столицей NOUN I-NP O
в ADP I-NP O
Восточном ADJ I-NP B-Location
Иерусалиме PROPN I-NP I-Location
» PROPN B-VP O
. PUNCT I-VP O

На ADP B-NP O
заседании NOUN I-NP O
кабинета NOUN I-NP B-Org
Нетаньяху PROPN I-NP B-Person
заявил VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
Иерусалим PROPN I-VP B-LocOrg
процветал VERB I-VP O
все DET B-NP O
44 NUM I-NP O
года NOUN I-NP O
пребывания NOUN I-NP O
под ADP I-NP O
израильским ADJ I-NP O
управлением NOUN I-NP O
. PUNCT B-VP O

Сейчас ADV B-VP O
, PUNCT I-VP O
продолжал VERB I-VP O
он PRON I-VP O
, PUNCT I-VP O
правительство NOUN B-NP B-Org
ассигновало VERB B-VP O
115 NUM B-NP O
млн NOUN I-NP O
долларов NOUN I-NP O
на ADP I-NP O
продвижение NOUN I-NP O
развитие NOUN I-NP O
и CCONJ I-NP O
туризма NOUN I-NP O
в ADP I-NP O
городе NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
среду NOUN I-NP O
в ADP B-VP O
Израиле PROPN I-VP B-Location
отмечают VERB I-VP O
День NOUN B-NP O
Иерусалима PROPN I-NP B-Location
в ADP I-NP O
память NOUN I-NP O
об ADP I-NP O
объединении NOUN I-NP O
города NOUN I-NP O
во ADP I-NP O
время NOUN I-NP O
войны NOUN I-NP O
1967 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Робосекс NOUN B-NP O
Robot PROPN I-NP O
Sex PROPN B-VP B-Person
Roxxxy PROPN I-VP O
заменит VERB I-VP O
любовницу NOUN B-NP O
? PUNCT B-VP O

Специалисты NOUN B-NP O
компании NOUN I-NP B-Org
True PROPN I-NP I-Org
Companion PROPN B-VP O
создали VERB I-VP O
робота NOUN B-NP O
, PUNCT B-VP O
способного ADJ B-NP O
удовлетворять VERB B-VP O
сексуальные ADJ B-NP O
потребности NOUN I-NP O
мужчин NOUN I-NP O
. PUNCT I-NP O

Автор NOUN B-NP O
идеи NOUN I-NP O
Дуглас PROPN I-NP B-Person
Хайнс PROPN I-NP I-Person
уверяет VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
его PRON B-NP O
устройство NOUN I-NP O
обладает VERB B-VP O
правильной ADJ B-NP O
анатомической ADJ I-NP O
структурой NOUN I-NP O
и CCONJ B-VP O
имеет VERB I-VP O
возможность NOUN B-NP O
эмоциональной ADJ I-NP O
настройки NOUN I-NP O
. PUNCT B-VP O

Отмечается VERB B-VP O
даже PART I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
оно PRON I-VP O
имеет VERB I-VP O
несколько NUM B-NP O
« NOUN I-NP O
различных ADJ I-NP O
личностей NOUN I-NP O
» PROPN B-VP O
, PUNCT B-NP O
то PRON I-NP O
есть VERB B-VP O
профилей NOUN B-NP O
поведения NOUN I-NP O
. PUNCT B-VP O

Устройство NOUN B-NP O
способно ADJ B-ROOT O
также ADV B-VP O
реагировать VERB I-VP O
на ADP B-NP O
прикосновения NOUN I-NP O
своего DET I-NP O
любовника NOUN I-NP O
. PUNCT B-ROOT O

Настраивать VERB B-VP O
профили VERB I-VP O
следует VERB I-VP O
в ADP B-NP O
зависимости NOUN I-NP O
от ADP I-NP O
своего DET I-NP O
настроения NOUN I-NP O
. PUNCT B-VP O

Что PRON B-VP O
немаловажно ADJ I-VP O
, PUNCT I-VP O
чудо-робот NOUN B-NP O
будет AUX B-VP O
сопровождаться VERB I-VP O
полноценной ADJ B-NP O
техподдержкой NOUN I-NP O
и CCONJ I-NP O
к ADP I-NP O
нему PRON I-NP O
всегда ADV I-NP O
можно ADV I-NP O
будет AUX I-NP O
скачать VERB B-VP O
апдейты NOUN B-NP O
и CCONJ I-NP O
плагины NOUN I-NP O
, PUNCT B-VP O
расширяющие VERB I-VP O
его PRON B-NP O
функциональность NOUN I-NP O
. PUNCT B-VP O

Правда ADV B-NP O
, PUNCT I-NP O
за ADP I-NP O
возможность NOUN I-NP O
их PRON I-NP O
скачивания NOUN I-NP O
придётся VERB B-VP O
вносить VERB I-VP O
ежемесячные ADJ B-NP O
денежные ADJ I-NP O
взносы NOUN I-NP O
. PUNCT I-NP O

Стоимость NOUN B-NP O
устройства NOUN I-NP O
— PROPN I-NP O
7 NUM I-NP O
— NOUN I-NP O
9 NUM I-NP O
тыс NOUN I-NP O
. PUNCT I-NP O

долларов NOUN B-NP O
в ADP I-NP O
зависимости NOUN I-NP O
от ADP I-NP O
функционала NOUN I-NP O
. PUNCT I-NP O

В ADP B-NP O
ближайшее ADJ I-NP O
время NOUN I-NP O
в ADP I-NP O
продаже NOUN I-NP O
появятся VERB B-VP O
также ADV B-NP O
варианты NOUN I-NP O
Roxxxy PROPN I-NP O
для ADP I-NP O
геев NOUN I-NP O
и CCONJ I-NP O
женщин NOUN I-NP O
. PUNCT B-VP O

Эстония NOUN B-NP B-LocOrg
стала VERB B-VP O
первым ADJ B-NP O
постсоветским ADJ I-NP O
государством NOUN I-NP O
, PUNCT B-VP O
вошедшим VERB I-VP O
в ADP B-NP O
зону NOUN I-NP O
евро NOUN I-NP O
. PUNCT B-VP O

1 NUM B-VP O
января NOUN B-NP O
2011 NUM I-NP O
года NOUN I-NP O
эстонцы NOUN I-NP O
перестали VERB B-VP O
пользоваться VERB I-VP O
кронами NOUN B-NP O
и CCONJ B-VP O
перешли VERB I-VP O
на ADP B-NP O
общеевропейскую ADJ I-NP O
валюту NOUN I-NP O
. PUNCT B-VP O

Сразу ADV B-VP O
после ADP B-NP O
наступления NOUN I-NP O
Нового ADJ I-NP O
года NOUN I-NP O
премьер-министр NOUN I-NP O
Эстонии PROPN I-NP B-LocOrg
Андрус PROPN I-NP B-Person
Ансип PROPN B-VP I-Person
стал VERB I-VP O
первым ADJ I-VP O
жителем NOUN B-NP O
республики NOUN I-NP O
, PUNCT B-VP O
который PRON I-VP O
снял VERB I-VP O
евро NOUN B-NP O
со ADP I-NP O
своего DET I-NP O
банковского ADJ I-NP O
счета NOUN I-NP O
, PUNCT B-VP O
воспользовавшись VERB I-VP O
банкоматом NOUN B-NP O
в ADP I-NP O
Таллине PROPN I-NP B-Location
. PUNCT B-VP O

Эстония NOUN B-NP B-LocOrg
ввела VERB B-VP O
евро NOUN B-NP O
тогда ADV B-VP O
, PUNCT I-VP O
когда ADV I-VP O
эта DET I-VP O
денежная ADJ I-VP O
единица NOUN B-NP O
переживает VERB B-VP O
не PART I-VP O
лучшие ADJ B-NP O
времена NOUN I-NP O
: PUNCT B-VP O
как SCONJ I-VP O
известно ADJ I-VP O
, PUNCT I-VP O
двум NUM B-NP O
государствам NOUN I-NP O
еврозоны NOUN I-NP O
— PROPN I-NP O
Греции PROPN I-NP B-LocOrg
и CCONJ I-NP O
Ирландии PROPN I-NP B-LocOrg
— PROPN B-VP O
потребовалась VERB I-VP O
крупномасштабная ADJ B-NP O
международная ADJ I-NP O
финансовая ADJ I-NP O
помощь NOUN I-NP O
, PUNCT B-VP O
в ADP B-NP O
сложном ADJ I-NP O
положении NOUN I-NP O
остаются VERB B-VP O
также ADV I-VP O
Португалия PROPN I-VP B-LocOrg
, PUNCT I-VP O
Испания PROPN I-VP B-LocOrg
и CCONJ I-VP O
Италия PROPN I-VP B-LocOrg
. PUNCT I-VP O

Два NUM B-NP O
других ADJ I-NP O
государства NOUN I-NP O
Балтии PROPN I-NP B-Location
— PROPN I-NP O
Латвия PROPN I-NP B-LocOrg
и CCONJ I-NP O
Литва PROPN I-NP B-LocOrg
— PROPN I-NP O
планируют VERB B-VP O
перейти VERB I-VP O
на ADP B-NP O
евро NOUN I-NP O
в ADP I-NP O
2014 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

США NOUN B-NP B-LocOrg
должны ADJ B-ROOT O
защищать VERB B-VP O
себя PRON I-VP O
от ADP B-NP O
обвинений NOUN I-NP O
в ADP I-NP O
применение NOUN I-NP O
пыток NOUN I-NP O
перед ADP I-NP O
комитетом NOUN I-NP B-Org
ООН PROPN I-NP I-Org
против ADP I-NP O
пыток NOUN I-NP O
в ADP I-NP O
Женеве PROPN I-NP B-Location
. PUNCT B-ROOT O

Государственный ADJ B-NP O
секретарь NOUN I-NP O
по ADP I-NP O
вопросам NOUN I-NP O
прав NOUN I-NP O
человека NOUN I-NP O
американского ADJ I-NP B-Org
министерства NOUN I-NP I-Org
иностранных ADJ I-NP O
дел NOUN I-NP O
Барри PROPN I-NP B-Person
Лоуенкрон PROPN I-NP I-Person
( PUNCT I-NP O
Barry PROPN I-NP B-Person
Lowenkron PROPN I-NP I-Person
) PUNCT I-NP O
подчеркнул VERB B-VP O
позицию NOUN B-NP O
правительства NOUN I-NP B-Org
США PROPN I-NP I-Org
: PUNCT I-NP O
« PROPN B-VP O
Мы PRON I-VP O
не PART I-VP O
разрешаем VERB I-VP O
и CCONJ I-VP O
не PART I-VP O
допускаем VERB I-VP O
пытки NOUN B-NP O
» PROPN B-VP O
. PUNCT B-NP O

Лоуенкрон NOUN B-NP B-Person
указал VERB B-VP O
на ADP I-VP O
то PRON I-VP O
, PUNCT B-NP O
что SCONJ I-NP O
правительство NOUN I-NP B-Org
США PROPN I-NP I-Org
прилагает VERB B-VP O
все DET B-NP O
свои DET I-NP O
усилия NOUN I-NP O
для ADP I-NP O
выявления NOUN I-NP O
всех DET I-NP O
инцидентов NOUN I-NP O
связанных VERB B-VP O
с ADP B-NP O
пытками NOUN I-NP O
в ADP I-NP O
тюрьме NOUN I-NP B-Org
Абу-Грэйв PROPN I-NP I-Org
. PUNCT B-VP O

До ADP B-VP O
сих DET I-VP O
пор NOUN B-NP O
выявлено VERB B-VP O
600 NUM B-NP O
случаев NOUN I-NP O
и CCONJ I-NP O
более ADV I-NP O
половины NOUN I-NP O
из ADP I-NP O
них PRON I-NP O
найдены VERB B-VP O
виновные ADJ I-VP O
. PUNCT I-VP O

Вопросы NOUN B-NP O
связанные VERB B-VP O
с ADP I-VP O
тайными ADJ I-VP O
тюрьмами NOUN B-NP O
ЦРУ PROPN B-VP B-Org
американцы NOUN B-NP O
не PART B-VP O
намерены ADJ I-VP O
обсуждать VERB I-VP O
ссылаясь VERB I-VP O
на ADP B-NP O
некомпетентность NOUN I-NP O
комитета NOUN I-NP O
. PUNCT B-VP O

Американцы NOUN B-NP O
защищают VERB B-VP O
положение NOUN B-NP O
, PUNCT B-VP O
по ADP I-VP O
которому PRON I-VP O
должны ADJ I-VP O
быть AUX I-VP O
различимы ADJ I-VP O
военнопленные NOUN B-NP O
и CCONJ I-NP O
« NOUN I-NP O
нелегальные ADJ I-NP O
боевики NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

В ADP B-VP O
то DET I-VP O
время NOUN B-NP O
как SCONJ B-VP O
военнопленные NOUN B-NP O
находятся VERB B-VP O
под ADP B-NP O
защитой NOUN I-NP O
Женевской ADJ B-VP O
конвенции NOUN B-NP O
, PUNCT I-NP O
боевики NOUN I-NP O
Аль-Каиды PROPN I-NP B-Org
не PART B-VP O
подпадают VERB I-VP O
под ADP B-NP O
эту DET I-NP O
конвенцию NOUN I-NP O
, PUNCT B-VP O
считают VERB I-VP O
американцы NOUN B-NP O
. PUNCT B-VP O

В ADP B-NP O
понедельник NOUN I-NP O
делегация NOUN I-NP B-Org
США PROPN I-NP I-Org
, PUNCT B-VP O
состоящая VERB I-VP O
из ADP B-NP O
30 NUM I-NP O
членов NOUN I-NP O
, PUNCT I-NP O
должна ADJ B-ROOT O
прояснить VERB B-VP O
все DET B-NP O
неприятные ADJ I-NP O
вопросы NOUN I-NP O
. PUNCT B-ROOT O

19 NUM B-ROOT O
мая NOUN B-NP O
комитет NOUN I-NP O
должен ADJ B-ROOT O
будет AUX I-ROOT O
опубликовать VERB B-VP O
свое DET B-NP O
заключение NOUN I-NP O
. PUNCT B-ROOT O

Международная ADJ B-NP B-Org
амнистия NOUN I-NP O
( PUNCT I-NP O
Amnesty PROPN I-NP B-Org
International PROPN I-NP O
) PUNCT I-NP O
обвиняет VERB B-VP O
США PROPN I-VP B-LocOrg
в ADP B-NP O
двойном ADJ I-NP O
подходе NOUN I-NP O
. PUNCT B-VP O

Хотя SCONJ B-VP O
, PUNCT I-VP O
американцы NOUN B-NP O
отрицают VERB B-VP O
применение NOUN B-NP O
пыток NOUN I-NP O
или CCONJ I-NP O
попустительство NOUN I-NP O
пыткам NOUN I-NP O
, PUNCT B-VP O
все PART I-VP O
же PART I-VP O
, PUNCT I-VP O
они PRON I-VP O
создали VERB I-VP O
условия NOUN B-NP O
, PUNCT I-NP O
в ADP I-NP O
которых PRON I-NP O
пытки NOUN I-NP O
и CCONJ I-NP O
истязания NOUN I-NP O
стали VERB B-VP O
возможными ADJ I-VP O
. PUNCT I-VP O

В ADP B-NP O
лагере NOUN I-NP B-Org
Гуантанамо PROPN I-NP B-Location
, PUNCT I-NP O
на ADP I-NP O
Кубе PROPN I-NP B-Location
, PUNCT I-NP O
и CCONJ I-NP O
в ADP I-NP O
бесчисленных ADJ I-NP O
тюрьмах NOUN I-NP O
в ADP I-NP O
Ираке PROPN I-NP B-Location
и CCONJ I-NP O
