-DOCSTART- -X- -X- O
выведен VERB I-VP O
на ADP B-NP O
орбиту NOUN I-NP O
и CCONJ B-VP O
поддерживался VERB I-VP O
в ADP B-NP O
рабочем ADJ I-NP O
состоянии NOUN I-NP O
Космический ADJ I-NP O
телескоп NOUN I-NP O
Хаббл PROPN B-VP B-Person
. PUNCT I-VP O

Недавно ADV B-VP O
глава NOUN B-NP O
NASA PROPN I-NP B-Org
Майкл PROPN I-NP B-Person
Гриффин PROPN I-NP I-Person
сказал VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
проект NOUN B-NP O
« PROPN I-NP O
Спейс PROPN I-NP O
Шаттл PROPN I-NP O
» PROPN B-VP O
и CCONJ I-VP O
МКС PROPN I-VP B-Location
были AUX I-VP O
ошибочным ADJ B-NP O
направлением NOUN I-NP O
. PUNCT B-VP O

Американцы NOUN B-NP O
возвращаются VERB B-VP O
к ADP B-NP O
более ADV I-NP O
простым ADJ I-NP O
космическим ADJ I-NP O
системам NOUN I-NP O
. PUNCT B-VP O

Политика NOUN B-NP O
Италия PROPN I-NP B-Location
Два NUM I-NP O
дня NOUN I-NP O
выбирали VERB B-VP O
итальянцы NOUN B-NP O
новый ADJ I-NP O
парламент NOUN I-NP O
, PUNCT B-VP O
выбирали VERB I-VP O
так ADV I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
Премьер-министр NOUN B-NP O
Берлускони PROPN I-NP B-Person
до ADP B-VP O
сих DET I-VP O
пор NOUN B-NP O
не PART B-VP O
может VERB I-VP O
успокоиться VERB I-VP O
. PUNCT I-VP O

Обидно ADJ B-VP O
, PUNCT I-VP O
проигрывать VERB I-VP O
, PUNCT I-VP O
если SCONJ I-VP O
голосовали VERB I-VP O
около ADP B-NP O
50 NUM I-NP O
миллионов NOUN I-NP O
избирателей NOUN I-NP O
, PUNCT B-VP O
а CCONJ B-NP O
победитель NOUN I-NP O
определяется VERB B-VP O
разницей NOUN B-NP O
в ADP I-NP O
несколько NUM I-NP O
десятков NOUN I-NP O
тысяч NOUN I-NP O
. PUNCT I-NP O

Но CCONJ B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
поделать VERB I-VP O
, PUNCT I-VP O
демократия NOUN B-NP O
есть VERB B-VP O
демократия NOUN B-NP O
. PUNCT B-VP O

Выявляется VERB B-VP O
тенденция NOUN B-NP O
выборов NOUN I-NP O
с ADP I-NP O
мизерным ADJ I-NP O
преимуществом NOUN I-NP O
одной NUM I-NP O
из ADP I-NP O
сторон NOUN I-NP O
. PUNCT I-NP O

Все PRON B-VP O
ещё ADV I-VP O
помнят VERB I-VP O
президентские ADJ B-NP O
выборы NOUN I-NP O
в ADP B-VP O
США PROPN I-VP B-Location
2000 NUM B-NP O
года NOUN I-NP O
, PUNCT B-VP O
когда SCONJ I-VP O
Буш PROPN I-VP B-Person
победил VERB I-VP O
Гора PROPN I-VP B-Person
с ADP B-NP O
очень ADV I-NP O
шатким ADJ I-NP O
преимуществом NOUN I-NP O
. PUNCT B-VP O

Выборы NOUN B-NP O
в ADP I-NP O
Бундестаг PROPN I-NP B-Org
Германии PROPN I-NP B-LocOrg
прошлого ADJ I-NP O
года NOUN I-NP O
, PUNCT I-NP O
хотя SCONJ B-VP O
и PART I-VP O
выявили VERB I-VP O
победителя NOUN B-NP O
, PUNCT B-VP O
но CCONJ I-VP O
этот DET B-NP O
победитель NOUN I-NP O
не PART B-VP O
был AUX I-VP O
в ADP B-NP O
состоянии NOUN I-NP O
единолично ADV B-VP O
сформировать VERB I-VP O
правительство NOUN B-NP B-Org
. PUNCT B-VP O

Для ADP B-NP O
создания NOUN I-NP O
правительства NOUN I-NP B-Org
правым ADJ I-NP O
и CCONJ I-NP O
левым ADJ I-NP O
пришлось VERB B-VP O
объединяться VERB I-VP O
. PUNCT I-VP O

Всё-таки PART B-VP O
Проди VERB I-VP B-Person
Белоруссия PROPN I-VP B-Location
В ADP I-VP O
Белоруссии PROPN I-VP B-Location
нет VERB I-VP O
проблем NOUN B-NP O
с ADP I-NP O
демократией NOUN I-NP O
и CCONJ B-VP O
нет VERB I-VP O
проблем NOUN B-NP O
с ADP I-NP O
победителем NOUN I-NP O
. PUNCT B-VP O

Неприятности NOUN B-NP O
только PART I-NP O
от ADP I-NP O
европейской ADJ I-NP O
демократии NOUN I-NP O
. PUNCT I-NP O

Европа NOUN B-NP B-LocOrg
огорчила VERB B-VP O
вновь ADV I-VP O
переизбранного VERB I-VP O
президента NOUN B-NP O
Белоруссии PROPN I-NP B-LocOrg
, PUNCT I-NP O
отказав VERB B-VP O
ему PRON I-VP O
в ADP B-NP O
гостеприимстве NOUN I-NP O
. PUNCT B-VP O

Лукашенко PROPN B-ROOT B-Person
и CCONJ I-ROOT O
ещё ADV I-ROOT O
30-и VERB B-VP O
его PRON B-NP O
служащим NOUN I-NP O
запрещён VERB B-VP O
въезд NOUN B-NP O
на ADP I-NP O
территорию NOUN I-NP O
стран NOUN I-NP O
Европейского ADJ I-NP B-Org
союза NOUN I-NP I-Org
. PUNCT B-ROOT O

Запрет NOUN B-NP O
будет AUX B-VP O
действовать VERB I-VP O
один NUM B-NP O
год NOUN I-NP O
. PUNCT B-VP O

Последнему ADJ B-VP O
диктатору NOUN B-NP O
Европы PROPN I-NP B-LocOrg
закрыт VERB B-VP O
путь NOUN B-NP O
на ADP I-NP O
Запад PROPN I-NP B-Location
. PUNCT B-VP O

Лукашенко PROPN B-VP B-Person
запрещен VERB I-VP O
въезд NOUN B-NP O
в ADP I-NP O
страны NOUN I-NP O
ЕС PROPN I-NP B-Org
Иран PROPN I-NP B-Location
Всю DET I-NP O
неделю NOUN I-NP O
курсировали VERB B-VP O
слухи NOUN B-NP O
о ADP I-NP O
новых ADJ I-NP O
иранских ADJ I-NP O
чудо NOUN I-NP O
ракетах NOUN I-NP O
и CCONJ I-NP O
торпедах NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
могут VERB I-VP O
уничтожать VERB I-VP O
любые ADJ B-NP O
корабли NOUN I-NP O
и CCONJ I-NP O
подводные ADJ I-NP O
лодки NOUN I-NP O
, PUNCT I-NP O
оставаясь VERB B-VP O
при ADP I-VP O
этом PRON I-VP O
невидимыми ADJ B-NP O
для ADP I-NP O
любых ADJ I-NP O
радаров NOUN I-NP O
и CCONJ I-NP O
сонаров NOUN I-NP O
. PUNCT B-VP O

К ADP B-NP O
концу NOUN I-NP O
недели NOUN I-NP O
, PUNCT I-NP O
возмутитель NOUN I-NP O
всеобщего ADJ I-NP O
спокойствия NOUN I-NP O
, PUNCT I-NP O
президент NOUN I-NP O
Ирана PROPN I-NP B-LocOrg
Махмуд PROPN I-NP B-Person
Ахмадинежад PROPN I-NP I-Person
объявил VERB B-VP O
свою DET B-NP O
страну NOUN I-NP O
ядерной ADJ I-NP O
державой NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
ответ NOUN I-NP O
средства NOUN I-NP O
информации NOUN I-NP O
раскрывают VERB B-VP O
планы NOUN B-NP O
Америки PROPN I-NP B-LocOrg
о ADP I-NP O
превентивном ADJ I-NP O
ударе NOUN I-NP O
по ADP I-NP O
ядерным ADJ I-NP O
объектам NOUN I-NP O
Ирана PROPN I-NP B-LocOrg
. PUNCT B-VP O

Кондолиза NOUN B-NP B-Person
Райс PROPN I-NP I-Person
опровергает VERB B-VP O
эти DET B-NP O
слухи NOUN I-NP O
и CCONJ B-VP O
требует VERB I-VP O
от ADP I-VP O
ООН PROPN I-VP B-Org
грозной ADJ B-NP O
резолюции NOUN I-NP O
против ADP I-NP O
Ирана PROPN I-NP B-LocOrg
, PUNCT I-NP O
вплоть ADV I-NP O
до ADP I-NP O
военного ADJ I-NP O
вмешательства NOUN I-NP O
. PUNCT B-VP O

С ADP B-NP O
начала NOUN I-NP O
года NOUN I-NP O
Иран PROPN B-VP B-LocOrg
ведёт VERB I-VP O
переговоры NOUN B-NP O
с ADP I-NP O
Россией PROPN I-NP B-LocOrg
о ADP I-NP O
возможном ADJ I-NP O
обогащении NOUN I-NP O
урана NOUN I-NP O
в ADP I-NP O
России PROPN I-NP B-Location
, PUNCT I-NP O
для ADP I-NP O
мирных ADJ I-NP O
нужд NOUN I-NP O
Ирана PROPN I-NP B-LocOrg
. PUNCT B-VP O

Но CCONJ B-VP O
, PUNCT I-VP O
эти DET B-NP O
переговоры NOUN I-NP O
не PART B-VP O
приводят VERB I-VP O
ни PART I-VP O
к ADP I-VP O
чему PRON I-VP O
. PUNCT I-VP O

Одновременно ADV B-VP O
, PUNCT I-VP O
прикрываясь VERB I-VP O
этими DET B-NP O
переговорами NOUN I-NP O
, PUNCT B-VP O
Иран PROPN I-VP B-LocOrg
продолжал VERB I-VP O
работы NOUN B-NP O
по ADP I-NP O
обогащению NOUN I-NP O
урана NOUN I-NP O
. PUNCT B-VP O

Россия NOUN B-NP B-LocOrg
поставлена VERB B-VP O
в ADP B-NP O
неловкое ADJ I-NP O
положение NOUN I-NP O
, PUNCT B-VP O
вроде ADP I-VP O
как SCONJ I-VP O
хотели VERB I-VP O
лучше ADJ I-VP O
, PUNCT I-VP O
а CCONJ I-VP O
получилось VERB I-VP O
, PUNCT I-VP O
так ADV I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
на ADP B-NP O
время NOUN I-NP O
переговоров NOUN I-NP O
, PUNCT I-NP O
прикрывали VERB B-VP O
Иран PROPN I-VP B-LocOrg
от ADP B-NP O
санкций NOUN I-NP O
со ADP B-VP O
стороны NOUN B-NP O
Америки PROPN B-VP B-LocOrg
. PUNCT I-VP O

А CCONJ B-VP O
иранцы NOUN B-NP O
использовали VERB B-VP O
это DET B-NP O
время NOUN I-NP O
для ADP I-NP O
обогащения NOUN I-NP O
урана NOUN I-NP O
. PUNCT B-VP O

Теперь ADV B-ROOT O
вновь ADV I-ROOT O
в ADP B-NP O
игре NOUN I-NP O
аль-Барадеи NOUN I-NP B-Person
. PUNCT B-ROOT O

Иран PROPN B-ROOT B-LocOrg
согласен ADJ I-ROOT O
и CCONJ B-NP O
на ADP I-NP O
переговоры NOUN I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
на ADP I-NP O
контроль NOUN I-NP O
со ADP I-NP O
стороны NOUN I-NP O
МАГАТЕ PROPN B-VP B-Org
, PUNCT I-VP O
но CCONJ I-VP O
обогащать VERB I-VP O
уран NOUN B-NP O
будет AUX B-ROOT O
и PART I-ROOT O
дальше ADV I-ROOT O
. PUNCT I-ROOT O

С ADP B-VP O
13 NUM I-VP O
по ADP I-VP O
14 NUM I-VP O
апреля NOUN B-NP O
в ADP B-VP O
Аль PROPN I-VP B-Location
Аин PROPN I-VP O
( PROPN I-VP O
Al PROPN I-VP B-Location
Ain PROPN I-VP O
) PROPN I-VP O
( PROPN I-VP O
Объединённые VERB I-VP B-Location
Арабские ADJ I-VP O
Эмираты PROPN I-VP B-Location
) PROPN I-VP O
состоялось VERB I-VP O
заседание NOUN B-NP O
президентского ADJ I-NP B-Org
совета NOUN I-NP I-Org
ФИДЕ PROPN I-NP I-Org
. PUNCT B-VP O

Президент NOUN B-NP O
ФИДЕ PROPN I-NP B-Org
Илюмжинов PROPN I-NP B-Person
, PUNCT I-NP O
Кирсан PROPN B-VP B-Person
Илюмжинов PROPN I-VP I-Person
сообщил VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
он PRON I-VP O
подписал VERB I-VP O
три NUM B-NP O
важных ADJ I-NP O
контракта NOUN I-NP O
. PUNCT B-VP O

Первый ADJ B-NP O
контракт NOUN I-NP O
был AUX B-VP O
подписан VERB I-VP O
с ADP B-NP O
чемпионом NOUN I-NP O
мира NOUN I-NP O
ФИДЕ PROPN I-NP B-Org
Веселином PROPN B-VP B-Person
Топаловым PROPN I-VP I-Person
, PUNCT I-VP O
второй ADJ I-VP O
с ADP B-NP O
« NOUN I-NP O
классическим ADJ I-NP O
чемпионом NOUN I-NP O
мира NOUN I-NP O
» PROPN B-VP O
Владимиром PROPN I-VP B-Person
Крамником PROPN I-VP I-Person
. PUNCT I-VP O

Этими DET B-VP O
контрактами NOUN B-NP O
окончательно ADV B-VP O
подтверждено VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
матч NOUN B-NP O
между ADP I-NP O
Топаловым PROPN I-NP B-Person
и CCONJ I-NP O
Крамником PROPN I-NP B-Person
состоится VERB B-VP O
с ADP I-VP O
21 NUM I-VP O
сентября NOUN B-NP O
по ADP B-VP O
13 NUM I-VP O
октября NOUN B-NP O
в ADP B-VP O
Элисте PROPN I-VP B-Location
. PUNCT I-VP O

Призовой ADJ B-NP O
фонд NOUN I-NP O
матча NOUN I-NP O
— PROPN I-NP O
1 NUM I-NP O
миллион NOUN I-NP O
долларов NOUN I-NP O
. PUNCT I-NP O

Каждый ADJ B-VP O
из ADP B-NP O
участников NOUN I-NP O
матча NOUN I-NP O
получит VERB B-VP O
половину NOUN B-NP O
призового ADJ I-NP O
фонда NOUN I-NP O
, PUNCT B-VP O
не PART I-VP O
зависимо ADV I-VP O
от ADP B-NP O
результата NOUN I-NP O
. PUNCT B-VP O

Матч NOUN B-NP O
будет AUX B-VP O
играться VERB I-VP O
из ADP B-NP O
12 NUM I-NP O
партий NOUN I-NP O
, PUNCT B-VP O
в ADP B-NP O
случае NOUN I-NP O
ничейного ADJ I-NP O
результата NOUN I-NP O
будут AUX B-VP O
сыграны VERB I-VP O
дополнительные ADJ B-NP O
четыре NUM I-NP O
партии NOUN I-NP O
с ADP I-NP O
укороченным VERB B-VP O
контролем NOUN B-NP O
времени NOUN I-NP O
( PROPN B-VP O
по ADP B-NP O
25 NUM I-NP O
минут NOUN I-NP O
каждому ADJ I-NP O
) NOUN I-NP O
. PUNCT B-VP O

Победитель NOUN B-NP O
матча NOUN I-NP O
будет AUX B-VP O
объявлен VERB I-VP O
чемпионом NOUN B-NP O
мира NOUN I-NP O
. PUNCT B-VP O

Чемпион NOUN B-NP O
мира NOUN I-NP O
обязан ADJ B-ROOT O
защищать VERB B-VP O
свой DET B-NP O
титул NOUN I-NP O
в ADP B-ROOT O
матч-турнире NOUN B-NP O
восьми NUM B-ROOT O
, PUNCT B-VP O
который PRON I-VP O
состоится VERB I-VP O
осенью NOUN B-NP O
2007 NUM I-NP O
года NOUN I-NP O
в ADP B-VP O
Мехико PROPN I-VP B-Location
. PUNCT B-ROOT O

Проигравший VERB B-VP O
матч NOUN B-NP O
выбывает VERB B-VP O
из ADP I-VP O
текущего ADJ I-VP O
цикла NOUN B-NP O
чемпионата NOUN I-NP O
мира NOUN I-NP O
и CCONJ B-VP O
будет AUX I-VP O
вынужден VERB I-VP O
начинать VERB I-VP O
следующий ADJ B-NP O
цикл NOUN I-NP O
чемпионата NOUN I-NP O
мира NOUN I-NP O
с ADP I-NP O
кубка NOUN I-NP O
мира NOUN I-NP O
. PUNCT B-VP O

Третий ADJ B-NP O
контракт NOUN I-NP O
был AUX B-VP O
подписан VERB I-VP O
между ADP I-VP O
ФИДЕ PROPN I-VP B-Org
и CCONJ I-VP O
Мехико PROPN I-VP B-LocOrg
. PUNCT I-VP O

В ADP B-NP O
этом DET I-NP O
контракте NOUN I-NP O
говорится VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
следующий ADJ B-NP O
матч-турнир NOUN I-NP O
восьми NUM B-VP O
за ADP B-NP O
звание NOUN I-NP O
« NOUN I-NP O
Чемпион PROPN I-NP O
мира NOUN I-NP O
по ADP I-NP O
шахматам NOUN I-NP O
» PROPN I-NP O
состоится VERB B-VP O
в ADP I-VP O
Мехико PROPN I-VP B-Location
в ADP B-NP O
октябре NOUN I-NP O
2007 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Этот DET B-NP O
турнир NOUN I-NP O
пройдёт VERB B-VP O
по ADP B-NP O
той DET I-NP O
же PART I-NP O
формуле NOUN I-NP O
, PUNCT B-VP O
что SCONJ I-VP O
и PART B-NP O
первый ADJ I-NP O
такой DET I-NP O
турнир NOUN I-NP O
, PUNCT I-NP O
который PRON B-VP O
состоялся VERB I-VP O
в ADP B-NP O
2005 NUM I-NP O
году NOUN I-NP O
в ADP I-NP O
Сан PROPN I-NP B-Location
Луисе PROPN I-NP O
( PROPN I-NP O
Аргентина PROPN I-NP B-Location
) PROPN I-NP O
. PUNCT I-NP O

Мехико PROPN B-VP B-LocOrg
гарантирует VERB I-VP O
призовой ADJ B-NP O
фонд NOUN I-NP O
турнира NOUN I-NP O
в ADP I-NP O
размере NOUN I-NP O
1,3 NUM I-NP O
миллионов NOUN I-NP O
долларов NOUN I-NP O
. PUNCT B-VP O

Украинский ADJ B-NP O
автомобиль NOUN I-NP O
« PROPN I-NP O
Славута PROPN I-NP O
» PROPN I-NP O
, PUNCT B-VP O
олицетворявший VERB I-VP O
целую ADJ B-NP O
эпоху NOUN I-NP O
завода NOUN I-NP B-Org
" PROPN B-VP O
ЗАЗ PROPN B-NP B-Org
" PROPN B-VP O
, PUNCT I-VP O
уходит VERB I-VP O
в ADP B-NP O
историю NOUN I-NP O
. PUNCT B-VP O

Производство NOUN B-NP O
этих DET I-NP O
машин NOUN I-NP O
завершилось VERB B-VP O
несколько NUM B-NP O
дней NOUN I-NP O
назад ADV I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
вместо ADP I-VP O
них PRON I-VP O
на ADP B-NP O
конвейер NOUN I-NP O
поставили VERB B-VP O
новые ADJ B-NP O
автомобили NOUN I-NP O
ЗАЗ PROPN B-VP B-Org
Forza PROPN I-VP O
. PUNCT I-VP O

« NOUN B-NP O
Славута PROPN B-VP O
» PROPN I-VP O
( PROPN I-VP O
ЗАЗ-1103 VERB I-VP O
) NOUN B-NP O
, PUNCT I-NP O
была AUX B-VP O
построена VERB I-VP O
на ADP B-NP O
платформе NOUN I-NP O
« PROPN B-VP O
Таврия PROPN I-VP O
» PROPN I-VP O
и CCONJ I-VP O
выпускалась VERB I-VP O
на ADP I-VP O
Украине PROPN I-VP B-Location
с ADP B-NP O
1999 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

За ADP B-NP O
этот DET I-NP O
промежуток NOUN I-NP O
времени NOUN I-NP O
Запорожский ADJ I-NP B-Org
автомобилестроительный ADJ I-NP O
завод NOUN I-NP B-Org
собрал VERB B-VP O
более ADV B-NP O
140 NUM I-NP O
тысяч NOUN I-NP O
таких DET I-NP O
автомобилей NOUN I-NP O
. PUNCT B-VP O

Последний ADJ B-NP O
из ADP I-NP O
них PRON I-NP O
, PUNCT I-NP O
коллекционный ADJ I-NP O
экземпляр NOUN I-NP O
, PUNCT I-NP O
выставили VERB B-VP O
на ADP B-NP O
интернет-аукцион NOUN I-NP O
, PUNCT B-VP O
который PRON I-VP O
завершится VERB I-VP O
через ADP B-NP O
6 NUM I-NP O
дней NOUN I-NP O
. PUNCT B-VP O

Специальное ADJ B-NP O
судно NOUN I-NP O
приступило VERB B-VP O
в ADP B-NP O
субботу NOUN I-NP O
к ADP I-NP O
укладке NOUN I-NP O
на ADP I-NP O
океанское ADJ I-NP O
дно NOUN I-NP O
1600-километрового ADJ I-NP O
кабеля NOUN I-NP O
от ADP I-NP O
Венесуэлы PROPN I-NP B-Location
до ADP I-NP O
Кубы PROPN I-NP B-Location
. PUNCT B-VP O

Работы NOUN B-NP O
должны ADJ B-ROOT O
занять VERB B-VP O
две NUM B-NP O
недели NOUN I-NP O
. PUNCT B-ROOT O

Проект NOUN B-NP O
ориентировочной ADJ I-NP O
стоимостью NOUN I-NP O
$ NOUN I-NP O
70 NUM I-NP O
млн NOUN I-NP O
откроет VERB B-VP O
жителям NOUN B-NP O
острова NOUN I-NP O
доступ NOUN I-NP O
на ADP I-NP O
информационный ADJ I-NP O
суперхайвей NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
улучшит VERB I-VP O
качество NOUN B-NP O
международной ADJ I-NP O
телефонной ADJ I-NP O
связи NOUN I-NP O
. PUNCT B-VP O

Куба NOUN B-NP B-LocOrg
была AUX B-VP O
отрезана VERB I-VP O
от ADP B-NP O
всемирной ADJ I-NP O
паутины NOUN I-NP O
кабельных ADJ I-NP O
телекоммуникаций NOUN I-NP O
в ADP I-NP O
результате NOUN I-NP O
наложенного VERB B-VP O
Вашингтоном ADJ B-NP B-LocOrg
эмбарго NOUN I-NP O
на ADP I-NP O
торговлю NOUN I-NP O
с ADP I-NP O
коммунистическим ADJ I-NP O
государством NOUN I-NP O
. PUNCT B-VP O

Фирмы NOUN B-NP O
, PUNCT I-NP O
нарушавшие VERB B-VP O
этот DET B-NP O
запрет NOUN I-NP O
, PUNCT B-VP O
попадали VERB I-VP O
в ADP I-VP O
« PROPN I-VP O
черный ADJ B-NP O
список NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

В ADP B-NP O
2009 NUM I-NP O
году NOUN I-NP O
администрация NOUN I-NP B-Org
президента NOUN I-NP I-Org
Обамы PROPN B-ROOT B-Person
смягчило VERB B-VP O
ограничения NOUN B-NP O
, PUNCT B-VP O
открыв VERB I-VP O
возможность NOUN B-NP O
для ADP B-VP O
американских ADJ I-VP O
компаниий NOUN B-NP O
вести VERB B-VP O
дела NOUN B-NP O
с ADP B-VP O
Кубой PROPN I-VP B-LocOrg
. PUNCT B-ROOT O

Однако ADV B-VP O
предложение NOUN B-NP O
одной NUM I-NP O
из ADP I-NP O
телекоммуникационных ADJ I-NP O
фирм NOUN I-NP O
США PROPN I-NP B-LocOrg
о ADP I-NP O
прокладке NOUN I-NP O
кабеля NOUN I-NP O
получило VERB B-VP O
от ADP I-VP O
Гаваны PROPN I-VP B-LocOrg
отказ NOUN B-NP O
. PUNCT B-VP O

В ADP B-NP O
следующее ADJ I-NP O
десятилетие NOUN I-NP O
НАСА PROPN I-NP B-Org
возвращается VERB B-VP O
на ADP I-VP O
Луну PROPN I-VP B-Location
и CCONJ I-VP O
будет AUX I-VP O
создавать VERB I-VP O
постоянно ADV I-VP O
обитаемую VERB I-VP O
базу NOUN B-NP O
на ADP I-NP O
одном NUM I-NP O
из ADP I-NP O
полюсов NOUN I-NP O
. PUNCT B-VP O

База NOUN B-NP O
расположенная VERB B-VP O
возле ADP B-NP O
полюса NOUN I-NP O
, PUNCT I-NP O
имеет VERB B-VP O
благоприятные ADJ B-NP O
условия NOUN I-NP O
для ADP I-NP O
использования NOUN I-NP O
солнечной ADJ I-NP O
энергии NOUN I-NP O
. PUNCT B-VP O

Пилотируемые VERB B-VP O
полёты NOUN B-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
возобновятся VERB B-VP O
в ADP B-NP O
2020 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

К ADP B-NP O
этому DET I-NP O
времени NOUN I-NP O
будет AUX B-VP O
создан VERB I-VP O
корабль NOUN B-NP O
, PUNCT B-VP O
который PRON I-VP O
сможет VERB I-VP O
доставить VERB I-VP O
четырёх NUM B-NP O
астронавтов NOUN I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
. PUNCT B-VP O

Астронавты NOUN B-NP O
смогут VERB B-VP O
оставаться VERB I-VP O
на ADP I-VP O
Луне PROPN I-VP B-Location
в ADP B-NP O
течение NOUN I-NP O
недели NOUN I-NP O
. PUNCT B-VP O

Станцию NOUN B-NP O
на ADP I-NP O
Луне PROPN I-NP O
планируется VERB B-VP O
создавать VERB I-VP O
поэтапно ADV I-VP O
, PUNCT B-NP O
в ADP I-NP O
течение NOUN I-NP O
нескольких NUM I-NP O
лет NOUN I-NP O
. PUNCT B-VP O

В ADP B-VP O
конце NOUN B-NP O
концов NOUN I-NP O
, PUNCT B-VP O
лунная ADJ B-NP O
станция NOUN I-NP O
станет VERB B-VP O
постоянно ADV I-VP O
обитаемой VERB I-VP O
, PUNCT I-VP O
на ADP I-VP O
которой PRON I-VP O
астронавты NOUN B-NP O
будут AUX B-VP O
жить VERB I-VP O
по ADP B-NP O
шесть NUM I-NP O
месяцев NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Во ADP I-NP O
время NOUN I-NP O
первой ADJ I-NP B-Org
пилотируемой VERB B-VP O
экспедиции NOUN B-NP B-Org
, PUNCT I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
высадятся VERB B-VP O
четыре NUM B-NP O
астронавта NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
сказал VERB B-VP O
Скотт PROPN I-VP B-Person
Хоровитц PROPN I-VP I-Person
( PROPN I-VP O
Scott PROPN I-VP B-Person
Horowitz PROPN I-VP I-Person
) PROPN B-ROOT O
, PUNCT I-ROOT O
бывший ADJ I-ROOT O
астронавт NOUN B-NP O
, PUNCT B-VP O
который PRON I-VP O
в ADP B-NP O
настоящий ADJ I-NP O
момент NOUN I-NP O
продолжает VERB B-VP O
работать VERB I-VP O
в ADP I-VP O
НАСА PROPN I-VP B-Org
. PUNCT B-ROOT O

« NOUN B-NP O
Пока ADV B-VP O
мы PRON I-VP O
не PART I-VP O
создадим VERB I-VP O
базу NOUN B-NP O
, PUNCT B-VP O
пилотируемые VERB I-VP O
полёты NOUN B-NP O
на ADP B-VP O
Луну PROPN I-VP B-Location
будут AUX I-VP O
краткими ADJ I-VP O
, PUNCT I-VP O
экипажи NOUN B-NP O
будут AUX B-VP O
состоять VERB I-VP O
из ADP I-VP O
четырёх NUM I-VP O
астронавтов NOUN B-NP O
» PROPN I-NP O
, PUNCT I-NP O
сказал VERB B-VP O
Хоровитц PROPN I-VP B-Person
. PUNCT I-VP O

« NOUN B-NP O
Пройдет VERB B-VP O
несколько NUM B-NP O
лет NOUN I-NP O
, PUNCT B-VP O
вероятно ADV I-VP O
до ADP B-NP O
2024 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
прежде ADV I-VP O
чем SCONJ I-VP O
база NOUN B-NP O
будет AUX B-VP O
функционировать VERB I-VP O
, PUNCT I-VP O
и CCONJ I-VP O
на ADP B-NP O
базе NOUN I-NP O
будут AUX B-VP O
постоянно ADV I-VP O
сменяемые VERB I-VP O
смены NOUN B-NP O
, PUNCT B-VP O
как SCONJ I-VP O
это PRON I-VP O
происходит VERB I-VP O
сейчас ADV I-VP O
на ADP B-NP O
международной ADJ I-NP B-Location
космической ADJ I-NP I-Location
станции NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Окончательное ADJ B-NP O
решение NOUN I-NP O
ещё ADV B-VP O
не PART I-VP O
принято VERB I-VP O
. PUNCT I-VP O

Инженеры NOUN B-NP O
изучают VERB B-VP O
полярные ADJ B-NP O
области NOUN I-NP O
Луны PROPN I-NP B-Location
, PUNCT B-VP O
как SCONJ I-VP O
потенциальные ADJ I-VP O
места NOUN B-NP O
расположения NOUN I-NP O
будущей ADJ I-NP O
базы NOUN I-NP O
. PUNCT B-VP O

На ADP B-NP O
полюсах NOUN I-NP O
достаточно ADV I-NP O
солнечного ADJ I-NP O
света NOUN I-NP O
, PUNCT I-NP O
чтобы SCONJ B-VP O
производить VERB I-VP O
необходимую ADJ I-VP O
, PUNCT I-VP O
для ADP B-NP O
существования NOUN I-NP O
базы NOUN I-NP O
, PUNCT I-NP O
энергию NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
есть VERB I-VP O
предположение NOUN B-NP O
, PUNCT I-NP O
что SCONJ I-NP O
, PUNCT I-NP O
используя VERB B-VP O
местные ADJ B-NP O
ресурсы NOUN I-NP O
, PUNCT B-VP O
можно ADV B-NP O
будет AUX I-NP O
производить VERB B-VP O
воздух NOUN B-NP O
, PUNCT I-NP O
топливо NOUN I-NP O
для ADP I-NP O
ракет NOUN I-NP O
и CCONJ I-NP O
другие ADJ I-NP O
